Identity;RemoteHostName;BatchName;FinalSyncTimestamp;LargeItemsEncountered;TotalMailboxItemCount;TotalMailboxSize;TotalPrimaryItemCount;TotalPrimarySize;TotalArchiveItemCount;TotalArchiveSize;ItemsTransferred;BytesTransferred;ArchiveItemsTransferred;ArchiveBytesTransferred;ShardItemsTransferred;ShardBytesTransferred;SyncedItemCount;OverallDuration;TotalFailedDuration;TotalInProgressDuration;TotalQueuedDuration;TotalSuspendedDuration;TotalTransientFailureDuration;TotalStalledDueToContentIndexingDuration;TotalStalledDueToMailboxLockedDuration;TotalStalledDueToMdbReplicationDuration;TotalStalledDueToReadCpu;TotalStalledDueToReadThrottle;TotalStalledDueToReadUnknown;TotalStalledDueToWriteCpu;TotalStalledDueToWriteThrottle;TotalStalledDueToWriteUnknown
User-1174;owa.psdaych.re;EXOMigration_EMEA_W45_D2_2_20241105085348;11/12/2021 02:47;0;17302;3915;16246;3129,3;1056;785,69;18224;4190,59;1060;788,39;500;30,7;0;348;0;96,4;0;254,2;0;0;0;0;0;0;0;0;0;0
User-1175;owa.psdaych.re;EXOMigration_EMEA_W45_D2_1_20241105080753;11/11/2021 20:47;0;19232;1630,6;19229;1630,59;3;0,02;21477;1845,94;4;0,07;2096;101,72;0;612,8;0;435,6;0;191,6;0;0;0;0;0;0;0;0;0;0
User-1176;owa.psdaych.re;EXOMigration_EMEA_W45_D2_3_20241105094734;11/12/2021 01:07;0;12574;1260,88;9542;675,64;3032;585,24;15241;1455,75;3037;609,8;2459;98,81;0;365,8;0;126;0;233,2;0;0;0;0;0;0;0;0;0;0
User-1177;owa.psdaych.re;EXOMigration_EMEA_W45_D2_1_20241105080753;11/11/2021 20:49;0;4780;410,08;4775;409,92;5;0,16;5551;504,54;7;0,22;551;30,69;0;351,4;0;82,6;0;191;0;0;0;0;0;0;0;0;0;0
User-1178;owa.psdaych.re;EXOMigration_EMEA_W45_D2_2_20241105085348;11/12/2021 02:50;0;270;26,37;266;26,35;4;0,02;381;29,91;5;0,07;109;2,35;362;124,6;0;3;0;120,6;0;0;0;0;0;0;0;0;0;0
User-1179;owa.psdaych.re;EXOMigration_EMEA_W45_W42_woFR_EXCL_from20211025011110_20241110125659;11/15/2021 1:19:00 AM;0;43;3,78;41;3,77;2;0,01;61;4,19;4;0,04;12;0,2;0;262,2;0;94,2;0;226,4;0;0;0;0;0;0;0;0;0;0
User-1180;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:19;0;974;116,17;972;116,16;2;0,01;1621;144,84;6;0,08;609;23,7;0;407,6;0;951;0;361,4;0;0;0;0;0;0;0;0;0;0
User-1181;owa.psdaych.re;EXOMigration_EMEA_W45_D2_2_20241105085348;11/12/2021 03:04;0;3965;475,53;3962;475,52;3;0,01;4620;536,14;4;0,06;609;29,69;0;342,2;0;226;0;137,8;0;0;0;0;0;0;0;0;0;0
User-1182;owa.psdaych.re;EXOMigration_EMEA_W45_D2_1_20241105080753;11/11/2021 20:48;0;6669;1501,21;6666;1501,2;3;0,01;12655;2019,25;5;0,07;5202;410,51;0;342,2;0;147,2;0;189;1;0;0;0;0;0;0;0;3;0
User-1183;owa.psdaych.re;EXOMigration_EMEA_W45_D2_2_20241105085348;11/12/2021 02:50;0;1408;109,6;1405;109,58;3;0,01;1457;123,28;7;0,08;25;0,36;0;351;0;110,4;0;213,4;0;0;0;0;0;0;0;0;1109;0
User-1184;ews-apac.psdaych.re;EXOMigration_APAC_W43_D3_20241025075825;11/11/2021 17:42;0;7250;1480,39;7247;1480,38;3;0,01;11726;1800,89;10;0,1;4123;175,11;0;998,2;0;420;2;453,8;0;0;0;0;0;0;0;0;0;0
User-1185;ews-apac.psdaych.re;EXOMigration_APAC_W43_D3_20241025075825;11/11/2021 17:46;0;31443;7113,23;31441;7113,22;2;0,01;34248;7582,22;9;0,1;1694;104,3;0;1006,4;0;242,8;3;580,4;0;0;0;0;0;0;0;1;19;0
User-1186;ews-apac.psdaych.re;EXOMigration_APAC_W43_D3_20241025075825;11/11/2021 17:42;0;32537;5355,77;32533;5355,76;4;0,02;37820;6048,61;12;0,12;4639;181,9;0;1006,8;0;243,4;0;492;318;0;0;0;0;0;5;0;4;0
User-1187;ews-apac.psdaych.re;EXOMigration_APAC_W43_D1_20241025021145;11/14/2021 5:40:11 PM;0;74401;24313,86;59134;15674,45;15267;8639,41;85344;25707,1;15270;8747,9;9631;552,73;0;1200;0;603,8;0;356;2;0;0;0;0;0;10;6;49;0
User-1188;owa.psdaych.re;EXOMigration_EMEA_W45_D2_3_20241105094734;11/12/2021 01:08;0;591;67,45;588;67,44;3;0,01;1276;145,47;4;0,05;676;75,43;1162;84;0;6;0;77;0;0;0;0;0;0;0;0;0;0
User-1189;owa.psdaych.re;EXOMigration_EMEA_W45_D2_2_20241105085348;11/12/2021 02:50;0;1454;116,75;1451;116,74;3;0,01;1600;132,08;7;0,08;127;2,09;0;343,2;0;109,2;0;224,8;0;0;0;0;0;0;0;0;0;0
User-1190;owa.psdaych.re;EXOMigration_EMEA_W45_D1_1_20241105073010;11/11/2021 19:38;0;1855;848,23;1851;848,2;4;0,03;1998;894,88;9;0,11;59;0,88;0;325,4;0;1172;0;294,8;0;0;0;0;0;0;0;0;0;0
User-1191;owa.psdaych.re;EXOMigration_EMEA_W41_D3_20241011071447;10/14/2021 8:32:49 PM;0;195;29,51;192;29,5;3;0,01;245;34,13;5;0,07;45;0,52;233;188,6;0;778;0;149,6;0;0;0;0;0;0;0;0;0;0
User-1192;owa.psdaych.re;EXOMigration_EMEA_W45_D2_3_20241105094734;11/12/2021 01:05;0;904;98,89;901;98,87;3;0,01;1073;108,41;3;0,05;169;3,34;0;389,4;0;317,6;0;1035;0;0;0;0;0;0;0;0;0;0
User-1193;owa.psdaych.re;EXOMigration_EMEA_W45_D2_3_20241105094734;11/12/2021 01:09;0;202;13,26;199;13,25;3;0,01;606;30,26;5;0,06;394;15,81;0;316;0;159,6;0;209;0;0;0;0;0;0;0;0;0;0
User-1194;owa.psdaych.re;EXOMigration_EMEA_W45_D2_3_20241105094734;11/12/2021 01:05;0;620;86,72;617;86,71;3;0,01;770;93,25;5;0,06;139;3,54;0;349;0;243,2;0;184;0;0;0;0;0;0;0;0;0;0
User-1195;owa.psdaych.re;EXOMigration_EMEA_W45_D2_3_20241105094734;11/12/2021 01:12;0;3238;232,06;3235;232,05;3;0,02;3651;276,69;5;0,08;379;20,62;0;315;0;187,2;0;138,6;0;0;0;0;0;0;0;0;2;0
User-1196;owa.psdaych.re;EXOMigration_EMEA_W45_D2_1_20241105080753;11/11/2021 20:45;0;1566;123,57;1562;123,54;4;0,02;1819;147,03;9;0,1;232;9,57;0;365,4;0;1061;0;313,2;0;0;0;0;0;0;0;0;0;0
User-1197;owa.psdaych.re;EXOMigration_EMEA_W45_D2_1_20241105080753;11/11/2021 20:49;0;1765;180,15;1762;180,14;3;0,01;1974;202,56;5;0,06;189;6,99;0;343;0;90;0;216,8;0;0;0;0;0;0;0;0;0;0
User-1198;ews-apac.psdaych.re;EXOMigration_APAC_W41_W40_DIFF_20241007092250;10/19/2021 5:34:57 PM;0;371465;62822,63;57648;14965,9;313817;47856,73;412268;80516,73;313512;49801,62;37376;14840,57;0;702;0;460,8;0;208,4;3;0;0;0;0;0;32;0;266;0
User-1199;ews-apac.psdaych.re;EXOMigration_APAC_W43_D3_20241025075825;11/11/2021 17:43;0;96760;16943,1;96756;16943,09;4;0,01;110618;19917,06;9;0,1;13419;2262,19;0;997,8;0;384,4;0;419;4;0;0;0;0;0;0;0;26;0
User-1200;ews-apac.psdaych.re;EXOMigration_APAC_W43_D1_20241025021145;11/14/2021 5:39:25 PM;0;31491;11789,18;31488;11789,17;3;0,01;34809;13194,26;11;0,12;1519;107,87;0;1203,8;0;520;0;709,6;0;0;0;0;0;0;5;0;31;0
User-1201;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:43;0;1581;54,24;1576;54,22;5;0,01;1940;67,29;10;0,09;297;3,83;0;584,2;0;145;2;416,4;0;0;0;0;0;0;0;0;0;0
User-1202;ews-apac.psdaych.re;EXOMigration_APAC_W43_D4_20241025093414;11/10/2021 19:06;0;1627;1249,78;1624;1249,76;3;0,01;2550;1357,94;10;0,1;849;74,19;0;936;0;287,2;0;508,8;1;0;0;0;0;0;0;0;3;0
User-1203;owa.psdaych.re;EXOMigration_EMEA_W41_D3_20241011071447;10/14/2021 8:33:46 PM;0;1784;478,01;1781;477,99;3;0,01;2011;501,37;5;0,07;167;2,7;0;188,6;0;117;1;138,2;0;0;0;0;0;0;0;0;0;0
User-1204;ews-apac.psdaych.re;EXOMigration_APAC_W43_D3_20241025075825;11/11/2021 18:09;0;105765;33853,52;50480;21753,42;55285;12100,1;119264;37268,15;54980;12321,71;1917;70,45;0;985,6;0;544,4;0;191,2;3;0;0;0;0;0;0;0;37;0
User-1205;ews-apac.psdaych.re;EXOMigration_APAC_W43_D3_20241025075825;11/11/2021 17:50;0;6377;3107,59;6374;3107,58;3;0,01;8209;3400,12;10;0,1;1205;31,38;0;1027,8;0;246,8;0;490,8;5;0;0;0;0;0;0;0;23;0
User-1206;owa.psdaych.re;EXOMigration_EMEA_W45_SR_IWC_20241104062803;11/09/2021 19:40;0;146753;17824,95;146262;17652,33;491;172,62;161300;19616,61;494;175,38;1874;89,13;0;309,6;0;112;0;208,4;0;0;0;0;0;0;0;1;0;0
User-1207;ews-apac.psdaych.re;EXOMigration_APAC_W43_W42_APAC_EXC_20241023013225;11/09/2021 01:23;0;75750;21627,18;39009;16665,52;36741;4961,66;85319;24546,12;36484;5081,33;6682;1820,29;0;1022,2;0;426,8;0;418,4;23;0;0;0;0;0;0;13;116;0
User-1208;ews-amer.psdaych.re;EXOMigration_AMER_W45_D1_20241105053437;11/12/2021 07:11;0;5345;769,3;5340;769,28;5;0,02;5615;855,31;9;0,1;237;10,16;0;384,4;0;1437;0;359,8;0;0;0;0;0;0;0;0;0;0
User-1209;ews-amer.psdaych.re;EXOMigration_AMER_W45_D1_20241105053437;11/12/2021 07:14;0;2654;409,83;2651;409,82;3;0,02;3072;472,07;8;0,1;386;3,88;0;372;0;113,6;0;270,2;0;0;0;0;0;0;0;0;0;0
User-1210;ews-amer.psdaych.re;EXOMigration_AMER_W45_D1_20241105053437;11/12/2021 07:11;0;11415;2125,9;11411;2125,87;4;0,02;12875;2399,81;10;0,12;1343;141,84;0;379,8;0;975;4;303;0;0;0;0;0;0;0;0;61;0
User-1211;owa.psdaych.re;EXOMigration_EMEA_W45_D2_1_20241105080753;11/11/2021 20:51;0;50254;8595,5;50250;8595,48;4;0,01;51910;9099,05;7;0,07;1203;65,85;0;326,2;0;167;0;217,6;0;0;0;0;0;0;0;0;0;0
User-1212;owa.psdaych.re;EXOMigration_EMEA_W45_D1_1_20241105073010;11/11/2021 19:34;0;820;334,35;817;334,34;3;0,01;948;377,34;6;0,07;119;1,73;901;188,6;0;9;0;238;0;0;0;0;0;0;0;0;0;0
User-1213;owa.psdaych.re;EXOMigration_EMEA_W45_D4_1_20241105102710;11/15/2021 12:46:15 AM;0;54580;12733,22;54576;12733,2;4;0,02;58733;13563,81;11;0,14;2725;253,1;0;551,2;0;106,2;0;455,8;0;0;0;0;0;0;0;0;0;0
User-1214;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:45;0;12791;1516,15;12786;1516,13;5;0,03;13153;1800,58;10;0,13;324;10,89;0;511,4;0;182,2;0;388,6;0;0;0;0;0;0;0;0;0;0
User-1215;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:16;0;74;10,68;72;10,67;2;0,01;107;11,44;5;0,05;25;0,33;0;463;0;110;1;364,8;0;0;0;0;0;0;0;0;0;0
User-1216;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:15;0;5605;2429,25;5602;2429,24;3;0,01;10804;3103,86;6;0,07;4521;542,5;0;404,6;0;145;0;209;0;0;0;0;5;0;0;0;0;0
User-1217;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:43;0;5143;975,7;5139;975,68;4;0,02;7913;1339,51;7;0,1;2308;308,21;0;583,2;0;129,4;3;422,6;0;0;0;0;0;0;0;0;1;0
User-1218;owa.psdaych.re;EXOMigration_EMEA_W45_D4_1_20241105102710;11/15/2021 12:45:17 AM;0;308;30,57;305;30,56;3;0,01;800;47,17;6;0,07;445;13,93;0;546,2;0;234;0;333,4;0;0;0;0;0;0;0;0;0;0
User-1219;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:44;0;19295;2396,7;19292;2396,69;3;0,01;22263;2733,86;6;0,08;2552;213,66;0;508,2;0;277,4;0;192,4;0;0;0;0;0;0;0;1;1;0
User-1220;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:44;0;24497;3337,51;24494;3337,5;3;0,01;25655;3514,65;8;0,09;450;15,23;0;584,2;0;185;0;398,2;0;0;0;0;0;0;0;0;0;0
User-1221;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:45;0;748;96,03;745;96,02;3;0,01;1257;119,85;8;0,09;483;18,25;0;544,4;0;130,8;0;412,6;0;0;0;0;0;0;0;0;0;0
User-1222;ews-amer.psdaych.re;EXOMigration_AMER_W45_D1_20241105053437;11/12/2021 07:13;0;153685;17310,17;153659;17309,47;26;0,7;180085;20759,73;30;0,88;25384;2252,88;0;387,8;0;163,8;1;218,6;0;0;0;0;0;0;0;0;1313;0
User-1223;ews-apac.psdaych.re;EXOMigration_APAC_W43_D2_20241025072842;11/09/2021 01:38;0;6169;2555,46;6166;2555,45;3;0,01;12480;3267,01;7;0,08;5281;547,59;0;842,8;0;190;0;327,6;0;0;0;0;0;0;5;0;22;0
User-1224;owa.psdaych.re;EXOMigration_EMEA_W44_D1_1_20241102070406;11/07/2021 22:02;0;1242;317,22;1240;317,21;2;0,01;1857;425,67;4;0,06;25;0,39;0;345,2;0;1256;0;290;0;0;0;0;0;0;0;0;0;0
User-1225;ews-amer.psdaych.re;EXOMigration_AMER_W45_D1_20241105053437;11/12/2021 07:19;0;248048;30585,31;56435;13749,18;191613;16836,13;268468;39391,67;192113;17983,56;17106;7022,5;0;389,8;0;129,6;0;264;0;0;0;0;0;0;0;2;6;0
User-1226;ews-apac.psdaych.re;EXOMigration_APAC_W43_D4_20241025093414;11/10/2021 19:01;0;842;373,28;839;373,27;3;0,01;1086;395,2;8;0,08;216;3,68;0;915;0;368,8;0;440;0;0;0;0;0;0;0;0;0;0
User-1227;owa.psdaych.re;EXOMigration_EMEA_W43_D3_20241025101414;11/01/2021 00:07;0;219509;22932,88;44094;4974,84;175415;17958,04;228551;24952,76;175510;19030,34;7532;489,7;0;336,4;0;158;0;163,2;1;0;0;0;0;0;0;0;2;0
User-1228;owa.psdaych.re;EXOMigration_EMEA_W44_D1_2_20241102072748;11/08/2021 00:09;0;10288;2905,29;10285;2905,28;3;0,01;11087;3054,66;5;0,06;486;31,98;0;335,4;0;186,4;0;100,4;0;0;0;0;0;0;0;0;1;0
User-1229;ews-apac.psdaych.re;EXOMigration_APAC_W43_D2_20241025072842;11/09/2021 01:43;0;30808;7050,89;30803;7050,87;5;0,02;42882;8012,61;9;0,09;11815;627,52;0;1351;0;636,4;1;489,2;0;0;0;0;0;0;0;0;2;0
User-1230;owa.psdaych.re;EXOMigration_EMEA_W45_D2_1_20241105080753;11/11/2021 20:52;0;1461;118,67;1458;118,66;3;0,01;1698;144,12;6;0,07;224;11,25;0;623,4;0;1409;0;591,4;0;0;0;0;0;0;0;0;2;0
User-1231;ews-apac.psdaych.re;EXOMigration_APAC_W43_D3_20241025075825;11/11/2021 17:46;0;235041;26525,83;42210;10060,25;192831;16465,57;267051;27971,45;192730;17390,41;1394;36,48;0;1000,2;0;437,4;0;418;320;0;0;0;0;0;0;0;19;0
User-1232;ews-apac.psdaych.re;EXOMigration_APAC_W41_W40_DIFF_20241007092250;10/19/2021 8:24:02 PM;0;290915;46659,53;58569;14459,19;232346;32200,34;300906;50697,44;232433;33617,03;7591;1924,04;0;680,8;0;350,6;0;368,6;4;0;0;0;0;0;26;2;46;0
User-1233;ews-amer.psdaych.re;EXOMigration_AMER_W45_D1_20241105053437;11/12/2021 07:13;0;18784;3227,23;18781;3227,22;3;0,01;24723;3758,47;9;0,11;5515;322,71;0;380,8;0;95;4;321,2;0;0;0;0;0;0;0;0;0;0
User-1234;owa.psdaych.re;EXOMigration_EMEA_W45_D2_1_20241105080753;11/11/2021 20:51;0;469;31,81;466;31,8;3;0,02;723;46,16;4;0,07;246;11,7;654;120;0;4;0;114;0;0;0;0;0;0;0;0;0;0
User-1235;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:45;0;81989;20979,83;23049;8088,56;58940;12891,27;87308;22091,92;58739;13185,2;1449;187,58;0;522,4;0;150,6;0;421,2;1;0;0;0;0;0;0;0;8;0
User-1236;ews-apac.psdaych.re;EXOMigration_APAC_W43_D2_20241025072842;11/09/2021 01:39;0;80314;8107,71;80308;8107,69;6;0,02;85105;9349,45;13;0,12;4286;724,69;0;893,2;0;373;0;424,8;0;0;0;0;0;0;0;0;4;0
User-1237;owa.psdaych.re;EXOMigration_EMEA_W45_D2_2_20241105085348;11/12/2021 02:49;0;126295;30407,06;74293;19751,99;52002;10655,07;134406;31372,6;51489;10926,32;7038;88,04;0;609,8;0;204,6;0;416,8;0;0;0;0;0;0;0;2;4;0
User-1238;owa.psdaych.re;EXOMigration_EMEA_W45_D2_2_20241105085348;11/12/2021 02:49;0;4087;329,94;4084;329,93;3;0,01;4607;380,95;4;0,06;504;17,77;4462;123,6;0;22;0;60;0;0;0;0;0;0;0;0;694;0
User-1239;owa.psdaych.re;EXOMigration_EMEA_W45_D2_2_20241105085348;11/12/2021 02:50;0;84140;21520,62;37175;5896;46965;15624,62;85985;22131,29;46996;15858,34;1284;88,28;0;350,2;0;129,8;0;221,2;0;0;0;0;0;0;0;0;8;0
User-1240;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:45;0;7271;1109,66;7268;1109,64;3;0,01;7667;1168,99;6;0,08;347;6,83;0;511,4;0;226,8;0;344;0;0;0;0;0;0;0;0;0;0
User-1241;owa.psdaych.re;EXOMigration_EMEA_W41_D3_20241011071447;10/14/2021 8:34:09 PM;0;2361;420,61;2358;420,6;3;0,01;2566;446,16;5;0,06;176;3,11;2487;151,6;0;910;0;132,6;0;0;0;0;0;0;0;0;0;0
User-1242;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:15;0;510;55,75;508;55,74;2;0,01;547;58,84;4;0,04;30;0,51;0;379,8;0;99,6;0;338,6;0;0;0;0;0;0;0;0;0;0
User-1243;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:15;0;76;10,8;74;10,79;2;0,01;105;11,52;4;0,04;22;0,31;0;461;0;164,8;1;308;0;0;0;0;0;0;0;0;0;0
User-1244;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:16;0;1313;201,01;1310;201;3;0,01;1362;215,9;5;0,06;25;0,37;0;421,2;0;119,4;0;301,8;0;0;0;0;0;0;0;0;0;0
User-1245;owa.psdaych.re;EXOMigration_EMEA_W43_W42_woFR_D1_D2_D3_D4_EXCL_20241025011110;11/10/2021 19:50;0;3150;1037;3147;1036,99;3;0,01;4121;1083,64;12;0,12;588;14,01;0;995,2;0;234;0;770;0;0;0;0;0;0;0;0;0;0
User-1246;owa.psdaych.re;EXOMigration_EMEA_W44_D1_2_20241102072748;11/08/2021 00:11;0;75097;15481,3;23127;6251,23;51970;9230,07;80010;16637,21;51972;9619,25;3299;470,43;0;337;0;153,2;0;137,2;0;0;0;0;0;0;0;0;0;0
User-1247;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:44;0;68480;9206,2;68477;9206,19;3;0,01;75906;10628,09;7;0,09;3043;595,62;0;586,2;0;182;0;402,2;0;0;0;0;0;0;0;0;0;0
User-1248;owa.psdaych.re;EXOMigration_EMEA_W41_SR_Piaget_Fix_20241013021141;10/18/2021 8:40:57 PM;0;350703;62743,28;137386;21707;213317;41036,29;370077;69718,44;214042;42650,77;13826;3574,42;0;341,6;0;138,4;0;189;1;0;0;0;0;0;0;0;26;0
User-1249;owa.psdaych.re;EXOMigration_EMEA_W44_D3_1_20241029093546;11/07/2021 23:43;0;3384;965,65;3381;965,64;3;0,01;5285;1136,01;7;0,09;1368;115,82;0;583,2;0;68,4;2;483;0;0;0;0;0;0;0;0;0;0
User-1250;ews-apac.psdaych.re;EXOMigration_APAC_W43_D4_20241025093414;11/10/2021 19:03;0;19627;4283,65;19622;4283,62;5;0,03;20082;4486,44;13;0,14;352;4,41;0;965;0;376;0;520,6;0;0;0;0;0;0;0;2;0;0
User-1251;ews-apac.psdaych.re;EXOMigration_APAC_W43_D4_20241025093414;11/10/2021 19:02;0;887;373,57;884;373,55;3;0,01;1248;441,99;10;0,1;272;4,32;0;928,8;0;324,6;0;576;0;0;0;0;0;0;0;0;0;0
User-1252;ews-apac.psdaych.re;EXOMigration_APAC_W43_D3_20241025075825;11/11/2021 17:53;0;211972;38301,76;18447;9076,01;193525;29225,75;215358;40210,05;193131;29904,93;1047;66,67;0;998,4;0;521,8;0;198,8;15;0;0;0;0;0;0;0;71;0
User-1253;owa.psdaych.re;EXOMigration_EMEA_W44_D4_2_20241101010956;11/08/2021 02:15;0;74;10,62;72;10,61;2;0,01;110;11,33;5;0,05;27;0,28;0;462;0;85,8;0;329,6;0;0;0;0;0;0;0;0;0;0
User-1254;ews-amer.psdaych.re;EXOMigration_AMER_W45_D1_20241105053437;11/12/2021 07:16;0;4308;702,02;4302;701,99;6;0,03;5751;806,72;9;0,1;1223;52,93;0;383,8;0;162,2;4;277;0;0;0;0;0;0;0;0;0;0
User-1255;owa.psdaych.re;EXOMigration_EMEA_W45_D1_1_20241105073010;11/11/2021 19:35;0;71417;10377,73;2669;610,34;68748;9767,39;71611;10726,52;68739;10061,75;94;6,27;0;324,4;0;68,6;0;251,8;0;0;0;0;0;0;0;0;2;0
User-1256;ews-apac.psdaych.re;EXOMigration_APAC_W43_D3_20241025075825;11/11/2021 17:56;0;370365;70404,34;52707;19204,29;317658;51200,05;373183;72775,41;318297;53170,09;2481;170,69;0;1025,2;0;759,8;0;1242;7;0;0;0;5;0;0;3;81;0
User-1257;ews-apac.psdaych.re;EXOMigration_APAC_W43_D2_20241025072842;11/09/2021 01:47;0;4267;1527,49;4264;1527,48;3;0,01;8575;2138,61;10;0,1;3771;494,02;0;884,8;0;332;0;499,2;0;0;0;0;0;0;0;0;0;0
User-1258;ews-apac.psdaych.re;EXOMigration_APAC_W43_D2_20241025072842;11/09/2021 01:53;0;10806;6679,82;10802;6679,8;4;0,01;15687;7320,77;9;0,09;4438;486,3;0;858,8;0;358,2;0;310,4;0;0;0;12;0;0;0;0;16;0
User-1259;owa.psdaych.re;EXOMigration_EMEA_W42_D1_FR_20241017113605;10/21/2021 8:23:15 PM;0;2567;159,84;2564;159,83;3;0,01;3813;228,02;7;0,08;302;9,44;2688;220,2;0;19;0;200,2;0;0;0;0;0;0;0;0;0;0
User-1260;ews-apac.psdaych.re;EXOMigration_APAC_W43_D3_20241025075825;11/11/2021 17:41;0;2282;1513,61;2279;1513,6;3;0,01;2728;1589,52;9;0,09;310;3,18;0;999,2;0;327,6;0;604,2;657;0;0;0;0;0;0;3;0;0
User-1261;ews-apac.psdaych.re;EXOMigration_APAC_W43_D3_20241025075825;11/11/2021 17:46;0;344;120,49;341;120,48;3;0,01;773;146,7;10;0,1;333;13,49;0;991,4;0;356;0;613,8;0;0;0;0;0;0;0;0;0;0
User-1262;ews-apac.psdaych.re;EXOMigration_APAC_W43_D2_20241025072842;11/09/2021 01:41;0;325;74,33;322;74,31;3;0,01;531;82,26;10;0,1;174;1,65;0;884,2;0;222,6;0;633,6;0;0;0;0;0;0;0;0;0;0
User-1263;ews-apac.psdaych.re;EXOMigration_APAC_W43_D3_20241025075825;11/11/2021 17:43;0;4283;825,07;4280;825,06;3;0,01;4873;895,65;10;0,11;376;7,72;0;978,4;0;279;0;654,6;0;0;0;0;0;0;0;0;0;0
User-1264;ews-apac.psdaych.re;EXOMigration_APAC_W43_D3_20241025075825;11/11/2021 17:41;0;370;26,05;367;26,04;3;0,01;585;29,71;9;0,09;163;1,52;0;1018,8;0;329,8;0;603,2;0;0;0;0;0;0;0;2;1;0
User-1265;ews-apac.psdaych.re;EXOMigration_APAC_W43_D1_20241025021145;11/14/2021 5:42:15 PM;0;186;17;183;16,98;3;0,02;422;20,69;13;0,14;206;2,27;0;1207;0;355,8;0;861;0;0;0;0;0;0;0;0;0;0
User-1266;ews-apac.psdaych.re;EXOMigration_APAC_W43_D3_20241025075825;11/11/2021 17:43;0;140;16,39;138;16,38;2;0,01;164;17,55;9;0,07;0;0;0;1001,4;0;389,2;1;566,6;0;0;0;0;0;0;0;0;0;0
User-1267;ews-apac.psdaych.re;EXOMigration_APAC_W43_D4_20241025093414;11/10/2021 19:01;0;3917;1756,76;3914;1756,75;3;0,01;4186;1818,23;8;0,09;218;3,31;0;932;0;292,4;0;500,6;0;0;0;0;0;0;0;0;0;0
User-1268;ews-apac.psdaych.re;EXOMigration_APAC_W43_D3_20241025075825;11/11/2021 17:42;0;879;429,11;876;429,1;3;0,02;1088;453,28;8;0,09;181;1,91;0;970,8;0;415,6;0;450,8;0;0;0;0;0;0;0;1;6;0
User-1269;ews-apac.psdaych.re;EXOMigration_APAC_W43_D2_20241025072842;11/09/2021 02:59;0;39105;11936,57;39101;11936,56;4;0,01;84987;19045,92;9;0,1;474;9,46;0;849,4;0;488,6;0;214,4;6;0;0;0;0;0;0;2;24;0
User-1270;ews-apac.psdaych.re;EXOMigration_APAC_W43_D4_20241025093414;11/10/2021 19:05;0;2893;1641,34;2890;1641,33;3;0,01;3120;1676,77;9;0,09;171;1,74;0;955;0;468,2;0;444;0;0;0;0;0;0;0;0;9;0
User-1271;ews-apac.psdaych.re;EXOMigration_APAC_W43_D2_20241025072842;11/09/2021 02:43;0;170861;52766,07;36457;12355,43;134404;40410,64;204702;57748,16;149981;43218,52;3710;107,96;0;850;0;647;0;182;8;0;0;0;0;0;0;3;31;0
User-1272;ews-apac.psdaych.re;EXOMigration_APAC_W43_D3_20241025075825;11/11/2021 18:29;0;178410;43114,75;59564;17173,89;118846;25940,87;181780;45151,54;117963;26816,9;1779;294,27;0;1003,4;0;484,8;0;321,8;17;0;0;0;5;0;0;0;223;0
User-1273;owa.psdaych.re;EXOMigration_EMEA_W41_D3_20241011071447;10/14/2021 8:32:47 PM;0;192;16,12;189;16,11;3;0,01;374;20,99;5;0,07;160;3,04;290;188,6;0;1180;0;164,4;0;0;0;0;0;0;0;0;0;0
User-1274;ews-apac.psdaych.re;EXOMigration_APAC_W43_D2_20241025072842;11/09/2021 01:52;0;77645;15237,24;77642;15237,22;3;0,01;79347;15682,4;7;0,08;1196;34,98;0;843,8;0;354,4;0;222,6;1;0;0;0;0;0;0;0;1;0
User-1275;ews-apac.psdaych.re;EXOMigration_APAC_W43_D1_20241025021145;11/14/2021 5:41:57 PM;0;25525;8818,47;25522;8818,45;3;0,01;29878;9709,32;11;0,13;3448;325,88;0;1210;0;284,4;0;567,6;1;0;5;0;0;0;5;11;104;0
